Time,U,V,W,U_initial,V_initial,W_initial,U Avg,V Avg,W Avg,Octant,Octant ID,1.0,-1.0,-3.0,-2.0,2.0,4.0,3.0,-4.0
86.01,5.453466464952093,-4.038330475710204,-2.3575777441586823,32.76,-3.99,-2.25,,,,-4.0,,,,,,,,,
86.02,6.263466464952096,-2.308330475710203,-2.197577744158682,33.57,-2.26,-2.09,,,,-4.0,,,,,,,,,
86.03,5.7234664649520965,-0.5883304757102035,-1.637577744158682,33.03,-0.54,-1.53,,,,-4.0,,,,,,,,,
86.04,5.183466464952097,-2.2283304757102034,-1.927577744158682,32.49,-2.18,-1.82,,,,-4.0,,,,,,,,,
86.05,6.133466464952093,-3.8783304757102033,-1.7775777441586822,33.44,-3.83,-1.67,,,,-4.0,,,,,,,,,
86.06,2.363466464952097,0.16166952428979658,-0.5675777441586822,29.67,0.21,-0.46,,,,-1.0,,,,,,,,,
86.07,4.863466464952097,-1.4183304757102035,-0.5375777441586822,32.17,-1.37,-0.43,,,,-4.0,,,,,,,,,
86.08,1.8134664649520964,-0.9683304757102035,0.5724222558413179,29.12,-0.92,0.68,,,,4.0,,,,,,,,,
86.09,0.5634664649520964,1.3016695242897967,0.9924222558413179,27.87,1.35,1.1,,,,1.0,,,,,,,,,
86.1,0.7934664649520968,-1.0483304757102034,0.7124222558413178,28.1,-1.0,0.82,,,,4.0,,,,,,,,,
86.11,1.4434664649520954,-1.9083304757102035,1.172422255841318,28.75,-1.86,1.28,,,,4.0,,,,,,,,,
86.12,0.9334664649520938,-1.1883304757102033,0.5124222558413178,28.24,-1.14,0.62,,,,4.0,,,,,,,,,
86.13,0.42346646495209583,-0.4783304757102034,-0.13757774415868215,27.73,-0.43,-0.03,,,,-4.0,,,,,,,,,
86.14,-0.906533535047906,-0.5283304757102034,0.6524222558413179,26.4,-0.48,0.76,,,,3.0,,,,,,,,,
86.15,0.7334664649520946,2.361669524289797,0.32242225584131784,28.04,2.41,0.43,,,,1.0,,,,,,,,,
86.16,4.263466464952096,-0.6683304757102034,-1.0875777441586822,31.57,-0.62,-0.98,,,,-4.0,,,,,,,,,
86.17,4.913466464952094,0.051669524289796605,-1.6975777441586821,32.22,0.1,-1.59,,,,-1.0,,,,,,,,,
86.18,5.563466464952093,-0.4783304757102034,-2.407577744158682,32.87,-0.43,-2.3,,,,-4.0,,,,,,,,,
86.19,4.183466464952094,-0.24833047571020342,-2.2075777441586824,31.49,-0.2,-2.1,,,,-4.0,,,,,,,,,
86.2,2.8134664649520964,-4.128330475710204,-2.2875777441586824,30.12,-4.08,-2.18,,,,-4.0,,,,,,,,,
86.21,-0.8665335350479033,-2.888330475710203,-0.9675777441586821,26.44,-2.84,-0.86,,,,-3.0,,,,,,,,,
86.22,0.9734664649520965,-3.508330475710203,-1.6275777441586823,28.28,-3.46,-1.52,,,,-4.0,,,,,,,,,
86.23,4.583466464952096,-2.2883304757102034,-1.767577744158682,31.89,-2.24,-1.66,,,,-4.0,,,,,,,,,
86.24,8.533466464952099,-2.118330475710203,-2.197577744158682,35.84,-2.07,-2.09,,,,-4.0,,,,,,,,,
86.25,9.453466464952093,0.8916695242897965,-2.077577744158682,36.76,0.94,-1.97,,,,-1.0,,,,,,,,,
86.26,9.603466464952092,1.3816695242897965,-2.057577744158682,36.91,1.43,-1.95,,,,-1.0,,,,,,,,,
86.27,9.473466464952097,0.7516695242897966,-2.047577744158682,36.78,0.8,-1.94,,,,-1.0,,,,,,,,,
86.28,8.913466464952094,2.031669524289797,-1.8375777441586822,36.22,2.08,-1.73,,,,-1.0,,,,,,,,,
86.29,8.923466464952092,0.6316695242897966,-1.2975777441586822,36.23,0.68,-1.19,,,,-1.0,,,,,,,,,
86.3,9.613466464952097,1.7916695242897966,-1.5675777441586822,36.92,1.84,-1.46,,,,-1.0,,,,,,,,,
86.31,9.563466464952093,-3.798330475710203,-1.8375777441586822,36.87,-3.75,-1.73,,,,-4.0,,,,,,,,,
86.32,8.373466464952095,-1.6183304757102035,-1.1075777441586823,35.68,-1.57,-1.0,,,,-4.0,,,,,,,,,
86.33,8.843466464952094,-0.5283304757102034,-1.307577744158682,36.15,-0.48,-1.2,,,,-4.0,,,,,,,,,
86.34,10.393466464952098,-0.0983304757102034,-0.2575777441586822,37.7,-0.05,-0.15,,,,-4.0,,,,,,,,,
86.35,9.043466464952097,1.8716695242897965,-0.10757774415868215,36.35,1.92,0.0,,,,-1.0,,,,,,,,,
86.36,8.553466464952095,3.8516695242897967,-1.4175777441586823,35.86,3.9,-1.31,,,,-1.0,,,,,,,,,
86.37,8.043466464952097,2.2516695242897966,-2.8375777441586822,35.35,2.3,-2.73,,,,-1.0,,,,,,,,,
86.38,7.283466464952099,1.9416695242897966,-3.737577744158682,34.59,1.99,-3.63,,,,-1.0,,,,,,,,,
86.39,4.363466464952097,1.1016695242897965,-3.8475777441586825,31.67,1.15,-3.74,,,,-1.0,,,,,,,,,
86.4,1.453466464952097,-0.1483304757102034,-4.077577744158682,28.76,-0.1,-3.97,,,,-4.0,,,,,,,,,
86.41,3.993466464952096,0.47166952428979664,-3.757577744158682,31.3,0.52,-3.65,,,,-1.0,,,,,,,,,
86.42,7.903466464952096,2.361669524289797,-2.947577744158682,35.21,2.41,-2.84,,,,-1.0,,,,,,,,,
86.43,11.163466464952094,-3.7083304757102034,-2.1475777441586823,38.47,-3.66,-2.04,,,,-4.0,,,,,,,,,
86.44,12.143466464952098,-5.228330475710203,-0.8875777441586822,39.45,-5.18,-0.78,,,,-4.0,,,,,,,,,
86.45,9.133466464952093,-6.248330475710204,-1.517577744158682,36.44,-6.2,-1.41,,,,-4.0,,,,,,,,,
86.46,6.133466464952093,-5.658330475710204,-0.8275777441586821,33.44,-5.61,-0.72,,,,-4.0,,,,,,,,,
86.47,3.2834664649520953,-2.758330475710203,1.1424222558413177,30.59,-2.71,1.25,,,,4.0,,,,,,,,,
86.48,0.21346646495209498,0.1416695242897966,-0.3175777441586821,27.52,0.19,-0.21,,,,-1.0,,,,,,,,,
86.49,1.7434664649520961,-2.4583304757102034,0.41242225584131786,29.05,-2.41,0.52,,,,4.0,,,,,,,,,
86.5,0.9734664649520965,-1.1583304757102035,0.04242225584131784,28.28,-1.11,0.15,,,,4.0,,,,,,,,,
86.51,2.3534664649520955,2.201669524289797,-0.9275777441586821,29.66,2.25,-0.82,,,,-1.0,,,,,,,,,
86.52,2.593466464952094,3.9316695242897968,-0.20757774415868216,29.9,3.98,-0.1,,,,-1.0,,,,,,,,,
86.53,3.333466464952096,4.851669524289797,0.04242225584131784,30.64,4.9,0.15,,,,1.0,,,,,,,,,
86.54,4.073466464952094,4.281669524289796,0.29242225584131787,31.38,4.33,0.4,,,,1.0,,,,,,,,,
86.55,5.673466464952092,3.721669524289797,-0.9275777441586821,32.98,3.77,-0.82,,,,-1.0,,,,,,,,,
86.56,2.703466464952097,4.3616695242897965,-0.9175777441586822,30.01,4.41,-0.81,,,,-1.0,,,,,,,,,
86.57,3.553466464952095,1.1716695242897965,-1.8175777441586822,30.86,1.22,-1.71,,,,-1.0,,,,,,,,,
86.58,-1.0065335350479039,0.6916695242897966,-1.9875777441586822,26.3,0.74,-1.88,,,,-2.0,,,,,,,,,
86.59,1.2634664649520957,0.9316695242897965,-1.8975777441586823,28.57,0.98,-1.79,,,,-1.0,,,,,,,,,
86.6,0.8534664649520955,-4.658330475710204,-1.747577744158682,28.16,-4.61,-1.64,,,,-4.0,,,,,,,,,
86.61,-0.2365335350479043,-4.188330475710203,-0.8175777441586821,27.07,-4.14,-0.71,,,,-3.0,,,,,,,,,
86.62,5.333466464952096,-2.4783304757102034,-1.267577744158682,32.64,-2.43,-1.16,,,,-4.0,,,,,,,,,
86.63,3.0134664649520957,-3.4783304757102034,-1.267577744158682,30.32,-3.43,-1.16,,,,-4.0,,,,,,,,,
86.64,3.123466464952095,-4.488330475710204,-1.157577744158682,30.43,-4.44,-1.05,,,,-4.0,,,,,,,,,
86.65,3.243466464952096,-2.9383304757102033,-1.0475777441586822,30.55,-2.89,-0.94,,,,-4.0,,,,,,,,,
86.66,1.1634664649520943,-1.6683304757102035,-0.5175777441586822,28.47,-1.62,-0.41,,,,-4.0,,,,,,,,,
86.67,3.5334664649520953,-0.39833047571020336,-0.33757774415868214,30.84,-0.35,-0.23,,,,-4.0,,,,,,,,,
86.68,2.583466464952096,-2.7683304757102034,1.1424222558413177,29.89,-2.72,1.25,,,,4.0,,,,,,,,,
86.69,2.243466464952096,-4.108330475710203,1.842422255841318,29.55,-4.06,1.95,,,,4.0,,,,,,,,,
86.7,-0.09653353504790374,-3.328330475710203,2.5624222558413177,27.21,-3.28,2.67,,,,3.0,,,,,,,,,
86.71,-0.5565335350479046,-0.9183304757102034,2.6424222558413177,26.75,-0.87,2.75,,,,3.0,,,,,,,,,
86.72,4.143466464952095,-0.6183304757102034,2.6924222558413176,31.45,-0.57,2.8,,,,4.0,,,,,,,,,
86.73,2.963466464952095,-3.138330475710203,2.3324222558413177,30.27,-3.09,2.44,,,,4.0,,,,,,,,,
86.74,5.7234664649520965,-1.7883304757102034,1.9824222558413176,33.03,-1.74,2.09,,,,4.0,,,,,,,,,
86.75,2.493466464952096,-4.298330475710204,0.17242225584131787,29.8,-4.25,0.28,,,,4.0,,,,,,,,,
86.76,1.453466464952097,-3.948330475710203,0.7024222558413179,28.76,-3.9,0.81,,,,4.0,,,,,,,,,
86.77,1.5434664649520968,1.4216695242897965,1.072422255841318,28.85,1.47,1.18,,,,1.0,,,,,,,,,
86.78,2.743466464952096,2.531669524289797,0.5524222558413179,30.05,2.58,0.66,,,,1.0,,,,,,,,,
86.79,1.7234664649520965,-1.1483304757102035,-0.33757774415868214,29.03,-1.1,-0.23,,,,-4.0,,,,,,,,,
86.8,5.603466464952092,1.0616695242897967,-1.7275777441586824,32.91,1.11,-1.62,,,,-1.0,,,,,,,,,
86.81,3.1034664649520955,-1.7983304757102034,-0.8375777441586821,30.41,-1.75,-0.73,,,,-4.0,,,,,,,,,
86.82,2.593466464952094,1.5316695242897966,-0.5375777441586822,29.9,1.58,-0.43,,,,-1.0,,,,,,,,,
86.83,2.083466464952096,4.8616695242897965,-0.23757774415868216,29.39,4.91,-0.13,,,,-1.0,,,,,,,,,
86.84,2.333466464952096,3.191669524289797,-0.3875777441586822,29.64,3.24,-0.28,,,,-1.0,,,,,,,,,
86.85,1.3034664649520948,-0.7583304757102034,0.7624222558413178,28.61,-0.71,0.87,,,,4.0,,,,,,,,,
86.86,3.803466464952095,1.6216695242897965,1.362422255841318,31.11,1.67,1.47,,,,1.0,,,,,,,,,
86.87,3.173466464952096,-1.2483304757102034,0.06242225584131786,30.48,-1.2,0.17,,,,4.0,,,,,,,,,
86.88,2.083466464952096,-0.5683304757102035,0.04242225584131784,29.39,-0.52,0.15,,,,4.0,,,,,,,,,
86.89,0.6534664649520963,0.1716695242897966,-0.18757774415868217,27.96,0.22,-0.08,,,,-1.0,,,,,,,,,
86.9,-1.7465335350479059,-0.4783304757102034,0.5224222558413179,25.56,-0.43,0.63,,,,3.0,,,,,,,,,
86.91,-2.8565335350479053,-4.8483304757102035,-0.2675777441586822,24.45,-4.8,-0.16,,,,-3.0,,,,,,,,,
86.92,-0.03653353504790502,-1.9183304757102035,-0.7275777441586821,27.27,-1.87,-0.62,,,,-3.0,,,,,,,,,
86.93,2.793466464952097,1.0016695242897966,-1.1875777441586823,30.1,1.05,-1.08,,,,-1.0,,,,,,,,,
86.94,1.7234664649520965,-0.0483304757102034,-0.41757774415868215,29.03,0.0,-0.31,,,,-4.0,,,,,,,,,
86.95,-2.8465335350479037,1.1016695242897965,0.29242225584131787,24.46,1.15,0.4,,,,2.0,,,,,,,,,
86.96,-0.5665335350479062,0.5216695242897965,-0.06757774415868215,26.74,0.57,0.04,,,,-2.0,,,,,,,,,
86.97,5.383466464952093,-2.4183304757102033,1.4124222558413178,32.69,-2.37,1.52,,,,4.0,,,,,,,,,
86.98,4.863466464952097,-1.3683304757102035,0.8124222558413179,32.17,-1.32,0.92,,,,4.0,,,,,,,,,
86.99,4.433466464952094,-3.658330475710203,-0.29757774415868216,31.74,-3.61,-0.19,,,,-4.0,,,,,,,,,
87.0,4.453466464952097,-4.548330475710204,-0.6575777441586822,31.76,-4.5,-0.55,,,,-4.0,,,,,,,,,
87.01,5.123466464952095,-3.308330475710203,-1.1075777441586823,32.43,-3.26,-1.0,,,,-4.0,,,,,,,,,
87.02,5.813466464952093,-2.468330475710203,-2.177577744158682,33.12,-2.42,-2.07,,,,-4.0,,,,,,,,,
87.03,5.413466464952094,-3.0683304757102032,-2.1275777441586823,32.72,-3.02,-2.02,,,,-4.0,,,,,,,,,
87.04,3.9134664649520943,-3.678330475710203,-2.077577744158682,31.22,-3.63,-1.97,,,,-4.0,,,,,,,,,
87.05,2.423466464952096,-0.2383304757102034,-1.5875777441586822,29.73,-0.19,-1.48,,,,-4.0,,,,,,,,,
87.06,-1.4365335350479036,2.5816695242897967,-0.17757774415868216,25.87,2.63,-0.07,,,,-2.0,,,,,,,,,
87.07,0.4934664649520961,1.1716695242897965,-0.8775777441586822,27.8,1.22,-0.77,,,,-1.0,,,,,,,,,
87.08,2.843466464952094,-1.8783304757102035,1.632422255841318,30.15,-1.83,1.74,,,,4.0,,,,,,,,,
87.09,5.193466464952095,0.3916695242897966,1.882422255841318,32.5,0.44,1.99,,,,1.0,,,,,,,,,
87.1,6.593466464952094,-1.5083304757102034,1.7224222558413178,33.9,-1.46,1.83,,,,4.0,,,,,,,,,
87.11,7.113466464952097,-0.5583304757102034,1.8024222558413179,34.42,-0.51,1.91,,,,4.0,,,,,,,,,
87.12,6.763466464952096,1.7716695242897966,-1.097577744158682,34.07,1.82,-0.99,,,,-1.0,,,,,,,,,
87.13,7.413466464952094,1.4316695242897965,-1.4775777441586824,34.72,1.48,-1.37,,,,-1.0,,,,,,,,,
87.14,8.043466464952097,-1.1383304757102035,-1.9375777441586823,35.35,-1.09,-1.83,,,,-4.0,,,,,,,,,
87.15,8.663466464952094,1.2816695242897966,-1.8775777441586823,35.97,1.33,-1.77,,,,-1.0,,,,,,,,,
87.16,6.7334664649520946,3.701669524289797,-1.827577744158682,34.04,3.75,-1.72,,,,-1.0,,,,,,,,,
87.17,4.803466464952095,3.241669524289797,-1.347577744158682,32.11,3.29,-1.24,,,,-1.0,,,,,,,,,
87.18,2.923466464952096,-0.7083304757102035,-0.13757774415868215,30.23,-0.66,-0.03,,,,-4.0,,,,,,,,,
87.19,3.863466464952097,1.2616695242897966,-0.7375777441586822,31.17,1.31,-0.63,,,,-1.0,,,,,,,,,
87.2,5.673466464952092,-2.558330475710203,-1.157577744158682,32.98,-2.51,-1.05,,,,-4.0,,,,,,,,,
87.21,6.063466464952093,-0.6483304757102034,-0.9475777441586821,33.37,-0.6,-0.84,,,,-4.0,,,,,,,,,
87.22,7.7334664649520946,-2.2483304757102034,-0.9275777441586821,35.04,-2.2,-0.82,,,,-4.0,,,,,,,,,
87.23,7.523466464952094,2.951669524289797,-2.077577744158682,34.83,3.0,-1.97,,,,-1.0,,,,,,,,,
87.24,7.653466464952096,1.5216695242897966,-2.3475777441586825,34.96,1.57,-2.24,,,,-1.0,,,,,,,,,
87.25,7.953466464952093,0.3016695242897966,-2.367577744158682,35.26,0.35,-2.26,,,,-1.0,,,,,,,,,
87.26,7.503466464952098,-0.9183304757102034,-2.387577744158682,34.81,-0.87,-2.28,,,,-4.0,,,,,,,,,
87.27,5.063466464952093,1.1116695242897965,-1.9575777441586824,32.37,1.16,-1.85,,,,-1.0,,,,,,,,,
87.28,2.6334664649520967,3.281669524289797,-1.537577744158682,29.94,3.33,-1.43,,,,-1.0,,,,,,,,,
87.29,0.843466464952094,0.6016695242897966,-1.537577744158682,28.15,0.65,-1.43,,,,-1.0,,,,,,,,,
87.3,3.2834664649520953,1.2116695242897966,-0.07757774415868215,30.59,1.26,0.03,,,,-1.0,,,,,,,,,
87.31,4.753466464952098,3.321669524289797,-0.5375777441586822,32.06,3.37,-0.43,,,,-1.0,,,,,,,,,
87.32,5.123466464952095,2.1816695242897968,-1.4175777441586823,32.43,2.23,-1.31,,,,-1.0,,,,,,,,,
87.33,5.513466464952096,1.0416695242897966,-2.5875777441586822,32.82,1.09,-2.48,,,,-1.0,,,,,,,,,
87.34,6.283466464952099,-0.018330475710203402,-2.907577744158682,33.59,0.03,-2.8,,,,-4.0,,,,,,,,,
87.35,4.993466464952093,0.5116695242897966,-1.767577744158682,32.3,0.56,-1.66,,,,-1.0,,,,,,,,,
87.36,3.713466464952095,1.6816695242897965,-0.6275777441586822,31.02,1.73,-0.52,,,,-1.0,,,,,,,,,
87.37,5.383466464952093,2.861669524289797,-1.927577744158682,32.69,2.91,-1.82,,,,-1.0,,,,,,,,,
87.38,3.7634664649520957,0.10166952428979659,-0.6375777441586822,31.07,0.15,-0.53,,,,-1.0,,,,,,,,,
87.39,4.7134664649520985,-1.6383304757102035,-1.077577744158682,32.02,-1.59,-0.97,,,,-4.0,,,,,,,,,
87.4,5.673466464952092,-3.3783304757102033,-1.5275777441586822,32.98,-3.33,-1.42,,,,-4.0,,,,,,,,,
87.41,3.743466464952096,-3.6683304757102033,-0.23757774415868216,31.05,-3.62,-0.13,,,,-4.0,,,,,,,,,
87.42,1.8134664649520964,-3.968330475710203,1.0524222558413179,29.12,-3.92,1.16,,,,4.0,,,,,,,,,
87.43,2.703466464952097,-2.1683304757102033,1.502422255841318,30.01,-2.12,1.61,,,,4.0,,,,,,,,,
87.44,5.063466464952093,-2.0183304757102034,1.0324222558413179,32.37,-1.97,1.14,,,,4.0,,,,,,,,,
87.45,4.663466464952094,-0.7583304757102034,1.3024222558413179,31.97,-0.71,1.41,,,,4.0,,,,,,,,,
87.46,2.113466464952097,0.6616695242897965,1.2624222558413178,29.42,0.71,1.37,,,,1.0,,,,,,,,,
87.47,0.9334664649520938,1.8416695242897965,1.362422255841318,28.24,1.89,1.47,,,,1.0,,,,,,,,,
87.48,4.163466464952094,1.7316695242897966,1.9724222558413178,31.47,1.78,2.08,,,,1.0,,,,,,,,,
87.49,4.193466464952095,2.951669524289797,1.0824222558413177,31.5,3.0,1.19,,,,1.0,,,,,,,,,
87.5,4.2334664649520946,4.471669524289796,0.10242225584131784,31.54,4.52,0.21,,,,1.0,,,,,,,,,
87.51,4.4834664649520946,3.031669524289797,0.38242225584131784,31.79,3.08,0.49,,,,1.0,,,,,,,,,
87.52,6.073466464952098,4.491669524289796,-0.8375777441586821,33.38,4.54,-0.73,,,,-1.0,,,,,,,,,
87.53,6.4834664649520946,3.761669524289797,-0.22757774415868215,33.79,3.81,-0.12,,,,-1.0,,,,,,,,,
87.54,6.2234664649520965,-2.198330475710203,-1.7075777441586824,33.53,-2.15,-1.6,,,,-4.0,,,,,,,,,
87.55,5.9634664649520985,-2.7283304757102034,-2.5975777441586825,33.27,-2.68,-2.49,,,,-4.0,,,,,,,,,
87.56,5.943466464952095,-3.2683304757102034,-2.907577744158682,33.25,-3.22,-2.8,,,,-4.0,,,,,,,,,
87.57,5.933466464952097,-2.7283304757102034,-2.927577744158682,33.24,-2.68,-2.82,,,,-4.0,,,,,,,,,
87.58,4.363466464952097,-2.1883304757102033,-2.9775777441586824,31.67,-2.14,-2.87,,,,-4.0,,,,,,,,,
87.59,4.163466464952094,1.6616695242897965,-2.6875777441586823,31.47,1.71,-2.58,,,,-1.0,,,,,,,,,
87.6,3.963466464952095,-0.6683304757102034,-2.3975777441586823,31.27,-0.62,-2.29,,,,-4.0,,,,,,,,,
87.61,0.6434664649520947,-3.008330475710203,-1.7575777441586822,27.95,-2.96,-1.65,,,,-4.0,,,,,,,,,
87.62,4.503466464952094,-3.7483304757102034,-0.48757774415868216,31.81,-3.7,-0.38,,,,-4.0,,,,,,,,,
87.63,5.873466464952095,-4.108330475710203,0.3024222558413178,33.18,-4.06,0.41,,,,4.0,,,,,,,,,
87.64,1.4334664649520938,-0.4883304757102034,0.8824222558413178,28.74,-0.44,0.99,,,,4.0,,,,,,,,,
87.65,1.1434664649520947,2.071669524289797,-0.37757774415868217,28.45,2.12,-0.27,,,,-1.0,,,,,,,,,
87.66,2.7734664649520937,3.741669524289797,-0.28757774415868215,30.08,3.79,-0.18,,,,-1.0,,,,,,,,,
87.67,4.413466464952094,2.8116695242897967,-0.20757774415868216,31.72,2.86,-0.1,,,,-1.0,,,,,,,,,
87.68,-0.9565335350479032,1.8816695242897965,-0.29757774415868216,26.35,1.93,-0.19,,,,-2.0,,,,,,,,,
87.69,0.1434664649520947,1.1516695242897965,-0.047577744158682156,27.45,1.2,0.06,,,,-1.0,,,,,,,,,
87.7,3.713466464952095,1.5816695242897965,-0.047577744158682156,31.02,1.63,0.06,,,,-1.0,,,,,,,,,
87.71,5.263466464952096,2.691669524289797,-0.45757774415868213,32.57,2.74,-0.35,,,,-1.0,,,,,,,,,
87.72,3.173466464952096,-0.5083304757102034,0.06242225584131786,30.48,-0.46,0.17,,,,4.0,,,,,,,,,
87.73,1.9334664649520938,-1.2683304757102034,-0.2575777441586822,29.24,-1.22,-0.15,,,,-4.0,,,,,,,,,
87.74,0.17346646495209583,-3.8583304757102033,-0.16757774415868215,27.48,-3.81,-0.06,,,,-4.0,,,,,,,,,
87.75,1.7534664649520941,-2.738330475710203,-0.09757774415868216,29.06,-2.69,0.01,,,,-4.0,,,,,,,,,
87.76,-1.0765335350479042,-1.0283304757102034,0.9624222558413179,26.23,-0.98,1.07,,,,3.0,,,,,,,,,
87.77,-0.39653353504790445,0.6516695242897965,0.6924222558413179,26.91,0.7,0.8,,,,2.0,,,,,,,,,
87.78,1.4334664649520938,-1.1383304757102035,1.7224222558413178,28.74,-1.09,1.83,,,,4.0,,,,,,,,,
87.79,-0.5565335350479046,2.051669524289797,1.5124222558413178,26.75,2.1,1.62,,,,2.0,,,,,,,,,
87.8,-0.7365335350479043,0.7816695242897965,0.7324222558413178,26.57,0.83,0.84,,,,2.0,,,,,,,,,
87.81,-1.666533535047904,1.5016695242897966,-0.09757774415868216,25.64,1.55,0.01,,,,-2.0,,,,,,,,,
87.82,-0.27653353504790346,0.9816695242897966,-0.5675777441586822,27.03,1.03,-0.46,,,,-2.0,,,,,,,,,
87.83,1.1134664649520971,0.46166952428979663,-1.0475777441586822,28.42,0.51,-0.94,,,,-1.0,,,,,,,,,
87.84,-1.7665335350479054,-2.3783304757102033,-1.137577744158682,25.54,-2.33,-1.03,,,,-3.0,,,,,,,,,
87.85,-1.5965335350479037,-3.2483304757102034,-0.8575777441586822,25.71,-3.2,-0.75,,,,-3.0,,,,,,,,,
87.86,-1.4265335350479056,-4.128330475710204,-0.5875777441586821,25.88,-4.08,-0.48,,,,-3.0,,,,,,,,,
87.87,0.17346646495209583,-1.6883304757102033,-1.2575777441586822,27.48,-1.64,-1.15,,,,-4.0,,,,,,,,,
87.88,1.9334664649520938,-3.1083304757102033,-1.0475777441586822,29.24,-3.06,-0.94,,,,-4.0,,,,,,,,,
87.89,0.6634664649520943,0.1816695242897966,-0.45757774415868213,27.97,0.23,-0.35,,,,-1.0,,,,,,,,,
87.9,-3.666533535047904,4.381669524289796,-0.6275777441586822,23.64,4.43,-0.52,,,,-2.0,,,,,,,,,
87.91,-5.136533535047903,1.4316695242897965,0.6024222558413178,22.17,1.48,0.71,,,,2.0,,,,,,,,,
87.92,-5.436533535047904,1.2016695242897966,1.6624222558413178,21.87,1.25,1.77,,,,2.0,,,,,,,,,
87.93,-3.3365335350479057,-1.0783304757102035,1.9124222558413178,23.97,-1.03,2.02,,,,3.0,,,,,,,,,
87.94,-1.2265335350479063,-3.3583304757102033,2.1624222558413178,26.08,-3.31,2.27,,,,3.0,,,,,,,,,
87.95,-2.4765335350479063,-3.3783304757102033,2.2724222558413176,24.83,-3.33,2.38,,,,3.0,,,,,,,,,
87.96,-0.27653353504790346,-1.5383304757102034,1.0224222558413176,27.03,-1.49,1.13,,,,3.0,,,,,,,,,
87.97,-2.286533535047905,-1.7983304757102034,0.8724222558413178,25.02,-1.75,0.98,,,,3.0,,,,,,,,,
87.98,-3.0565335350479046,0.0816695242897966,0.4624222558413178,24.25,0.13,0.57,,,,2.0,,,,,,,,,
87.99,-4.0165335350479054,-0.0383304757102034,0.5724222558413179,23.29,0.01,0.68,,,,3.0,,,,,,,,,
88.0,-3.416533535047904,1.7016695242897966,0.20242225584131784,23.89,1.75,0.31,,,,2.0,,,,,,,,,
88.01,-2.446533535047905,-0.5383304757102034,0.09242225584131786,24.86,-0.49,0.2,,,,3.0,,,,,,,,,
88.02,-2.7165335350479047,0.3816695242897966,0.9324222558413179,24.59,0.43,1.04,,,,2.0,,,,,,,,,
88.03,-2.126533535047905,0.9716695242897966,0.5224222558413179,25.18,1.02,0.63,,,,2.0,,,,,,,,,
88.04,2.743466464952096,0.051669524289796605,0.04242225584131784,30.05,0.1,0.15,,,,1.0,,,,,,,,,
88.05,0.30346646495209484,0.5116695242897966,0.28242225584131786,27.61,0.56,0.39,,,,1.0,,,,,,,,,
88.06,-0.2365335350479043,-0.8283304757102035,0.5724222558413179,27.07,-0.78,0.68,,,,3.0,,,,,,,,,
88.07,-1.1165335350479033,-2.798330475710203,0.38242225584131784,26.19,-2.75,0.49,,,,3.0,,,,,,,,,
88.08,-2.9765335350479063,0.4416695242897966,0.4624222558413178,24.33,0.49,0.57,,,,2.0,,,,,,,,,
88.09,-2.786533535047905,0.8716695242897966,0.5224222558413179,24.52,0.92,0.63,,,,2.0,,,,,,,,,
88.1,-0.7365335350479043,1.9516695242897966,0.27242225584131785,26.57,2.0,0.38,,,,2.0,,,,,,,,,
88.11,-1.1765335350479056,0.9416695242897966,0.20242225584131784,26.13,0.99,0.31,,,,2.0,,,,,,,,,
88.12,-1.6165335350479033,-0.0583304757102034,0.13242225584131784,25.69,-0.01,0.24,,,,3.0,,,,,,,,,
88.13,0.23346646495209455,-0.9783304757102035,0.20242225584131784,27.54,-0.93,0.31,,,,4.0,,,,,,,,,
88.14,-0.4365335350479036,-0.1683304757102034,0.16242225584131786,26.87,-0.12,0.27,,,,3.0,,,,,,,,,
88.15,-0.2365335350479043,0.021669524289796606,0.33242225584131785,27.07,0.07,0.44,,,,2.0,,,,,,,,,
88.16,-0.9365335350479036,-1.0983304757102035,0.6024222558413178,26.37,-1.05,0.71,,,,3.0,,,,,,,,,
88.17,-1.6365335350479029,-2.218330475710203,0.8724222558413178,25.67,-2.17,0.98,,,,3.0,,,,,,,,,
88.18,0.5734664649520944,2.0016695242897966,0.40242225584131786,27.88,2.05,0.51,,,,1.0,,,,,,,,,
88.19,2.7834664649520953,3.091669524289797,-0.05757774415868215,30.09,3.14,0.05,,,,-1.0,,,,,,,,,
88.2,1.3034664649520948,4.181669524289797,-0.48757774415868216,28.61,4.23,-0.38,,,,-1.0,,,,,,,,,
88.21,-3.416533535047904,0.6516695242897965,0.17242225584131787,23.89,0.7,0.28,,,,2.0,,,,,,,,,
88.22,-1.0565335350479046,2.4116695242897968,-0.14757774415868216,26.25,2.46,-0.04,,,,-2.0,,,,,,,,,
88.23,4.053466464952095,3.6016695242897967,-0.9775777441586821,31.36,3.65,-0.87,,,,-1.0,,,,,,,,,
88.24,1.4934664649520961,4.791669524289796,-0.5575777441586822,28.8,4.84,-0.45,,,,-1.0,,,,,,,,,
88.25,2.993466464952096,3.0816695242897967,-0.9075777441586822,30.3,3.13,-0.8,,,,-1.0,,,,,,,,,
88.26,-0.6165335350479033,1.9616695242897964,-1.2575777441586822,26.69,2.01,-1.15,,,,-2.0,,,,,,,,,
88.27,-1.0965335350479037,2.471669524289797,-0.8075777441586821,26.21,2.52,-0.7,,,,-2.0,,,,,,,,,
