Time,U,V,W,U_initial,V_initial,W_initial,U Avg,V Avg,W Avg,Octant,Octant ID,1.0,-1.0,-3.0,-2.0,2.0,4.0,3.0,-4.0
0.0,5.493466464952093,5.921669524289796,2.972422255841318,32.8,5.97,3.08,27.306533535047905,0.0483304757102034,0.10757774415868215,1.0,,,,,,,,,
0.01,3.2634664649520957,5.511669524289796,0.6924222558413179,30.57,5.56,0.8,,,,1.0,Overall Count,,,,,,,,
0.02,1.7934664649520968,3.3116695242897967,-1.3975777441586823,29.1,3.36,-1.29,,,,-1.0,mod: 5000,,,,,,,,
0.03,0.3234664649520944,1.1116695242897965,-1.9575777441586824,27.63,1.16,-1.85,,,,-1.0,0000-4999,414.0,688.0,611.0,488.0,815.0,419.0,845.0,720.0
0.04,-1.0665335350479062,-2.368330475710203,-0.8575777441586822,26.24,-2.32,-0.75,,,,-3.0, 5000 - 9999,380.0,757.0,530.0,516.0,820.0,443.0,777.0,776.0
0.05,-1.1765335350479056,-0.4183304757102034,-0.5575777441586822,26.13,-0.37,-0.45,,,,-3.0, 10000 - 14999,621.0,1016.0,328.0,372.0,599.0,535.0,540.0,988.0
0.06,-1.2765335350479035,1.5116695242897966,-0.2575777441586822,26.03,1.56,-0.15,,,,-2.0, 15000 - 19999,366.0,682.0,483.0,512.0,948.0,478.0,877.0,653.0
0.07,1.593466464952094,0.2616695242897966,-0.047577744158682156,28.9,0.31,0.06,,,,-1.0, 20000 - 24999,455.0,742.0,467.0,512.0,880.0,414.0,811.0,718.0
0.08,1.8634664649520971,1.9216695242897965,0.06242225584131786,29.17,1.97,0.17,,,,1.0,25000-27944,374.0,716.0,365.0,398.0,793.0,478.0,698.0,922.0
0.09,3.113466464952097,3.8516695242897967,-1.4875777441586822,30.42,3.9,-1.38,,,,-1.0,,,,,,,,,
0.1,4.363466464952097,2.881669524289797,-0.7075777441586821,31.67,2.93,-0.6,,,,-1.0,,,,,,,,,
0.11,2.423466464952096,2.111669524289797,-0.9275777441586821,29.73,2.16,-0.82,,,,-1.0,,,,,,,,,
0.12,3.4434664649520954,4.221669524289796,-1.787577744158682,30.75,4.27,-1.68,,,,-1.0,,,,,,,,,
0.13,4.4834664649520946,3.1616695242897968,-1.3575777441586823,31.79,3.21,-1.25,,,,-1.0,,,,,,,,,
0.14,-2.156533535047906,3.3516695242897967,-1.6975777441586821,25.15,3.4,-1.59,,,,-2.0,,,,,,,,,
0.15,-3.1765335350479056,0.6316695242897966,0.04242225584131784,24.13,0.68,0.15,,,,2.0,,,,,,,,,
0.16,-4.196533535047905,1.9916695242897966,-0.8275777441586821,23.11,2.04,-0.72,,,,-2.0,,,,,,,,,
0.17,-1.7565335350479039,3.261669524289797,1.342422255841318,25.55,3.31,1.45,,,,2.0,,,,,,,,,
0.18,-1.6965335350479052,2.131669524289797,1.9324222558413178,25.61,2.18,2.04,,,,2.0,,,,,,,,,
0.19,-2.286533535047905,2.051669524289797,1.9824222558413176,25.02,2.1,2.09,,,,2.0,,,,,,,,,
0.2,-0.3665335350479033,0.16166952428979658,2.112422255841318,26.94,0.21,2.22,,,,2.0,,,,,,,,,
0.21,-0.09653353504790374,0.19166952428979658,1.5424222558413176,27.21,0.24,1.65,,,,2.0,,,,,,,,,
0.22,2.093466464952094,-0.3883304757102034,0.35242225584131787,29.4,-0.34,0.46,,,,4.0,,,,,,,,,
0.23,3.1934664649520954,-1.8083304757102034,1.2024222558413178,30.5,-1.76,1.31,,,,4.0,,,,,,,,,
0.24,1.7234664649520965,2.5616695242897967,0.012422255841317842,29.03,2.61,0.12,,,,1.0,,,,,,,,,
0.25,-1.4765335350479063,-0.9283304757102034,0.6324222558413178,25.83,-0.88,0.74,,,,3.0,,,,,,,,,
0.26,-2.126533535047905,3.261669524289797,0.08242225584131785,25.18,3.31,0.19,,,,2.0,,,,,,,,,
0.27,-2.3565335350479053,0.19166952428979658,1.002422255841318,24.95,0.24,1.11,,,,2.0,,,,,,,,,
0.28,2.673466464952096,0.9216695242897965,1.9724222558413178,29.98,0.97,2.08,,,,1.0,,,,,,,,,
0.29,0.6734664649520958,0.0816695242897966,2.112422255841318,27.98,0.13,2.22,,,,1.0,,,,,,,,,
0.3,-1.3165335350479062,-0.7483304757102034,2.262422255841318,25.99,-0.7,2.37,,,,3.0,,,,,,,,,
0.31,-0.9865335350479043,1.8516695242897965,2.5424222558413176,26.32,1.9,2.65,,,,2.0,,,,,,,,,
0.32,-4.906533535047906,3.261669524289797,2.9324222558413178,22.4,3.31,3.04,,,,2.0,,,,,,,,,
0.33,-1.8865335350479029,4.581669524289796,3.2724222558413176,25.42,4.63,3.38,,,,2.0,,,,,,,,,
0.34,0.8734664649520951,3.2316695242897966,3.112422255841318,28.18,3.28,3.22,,,,1.0,,,,,,,,,
0.35,3.1534664649520963,1.3916695242897965,3.1824222558413178,30.46,1.44,3.29,,,,1.0,,,,,,,,,
0.36,1.8234664649520944,2.441669524289797,3.5624222558413177,29.13,2.49,3.67,,,,1.0,,,,,,,,,
0.37,2.363466464952097,0.9216695242897965,3.782422255841318,29.67,0.97,3.89,,,,1.0,,,,,,,,,
0.38,2.5134664649520957,2.2516695242897966,3.9324222558413178,29.82,2.3,4.04,,,,1.0,,,,,,,,,
0.39,2.673466464952096,3.591669524289797,3.7924222558413176,29.98,3.64,3.9,,,,1.0,,,,,,,,,
0.4,3.213466464952095,5.521669524289797,2.952422255841318,30.52,5.57,3.06,,,,1.0,,,,,,,,,
0.41,-0.19653353504790516,5.631669524289796,2.112422255841318,27.11,5.68,2.22,,,,2.0,,,,,,,,,
0.42,-1.7265335350479063,4.831669524289796,0.7524222558413178,25.58,4.88,0.86,,,,2.0,,,,,,,,,
0.43,-3.256533535047904,4.031669524289796,-0.5975777441586821,24.05,4.08,-0.49,,,,-2.0,,,,,,,,,
0.44,-5.696533535047905,2.0016695242897966,0.16242225584131786,21.61,2.05,0.27,,,,2.0,,,,,,,,,
0.45,-3.496533535047906,-0.018330475710203402,1.212422255841318,23.81,0.03,1.32,,,,3.0,,,,,,,,,
0.46,-1.8665335350479033,-0.45833047571020336,1.7024222558413178,25.44,-0.41,1.81,,,,3.0,,,,,,,,,
0.47,-5.426533535047906,0.6316695242897966,2.012422255841318,21.88,0.68,2.12,,,,2.0,,,,,,,,,
0.48,-4.586533535047906,-1.2983304757102034,2.532422255841318,22.72,-1.25,2.64,,,,3.0,,,,,,,,,
0.49,-2.626533535047905,-3.9983304757102034,2.2924222558413176,24.68,-3.95,2.4,,,,3.0,,,,,,,,,
0.5,-4.1465335350479045,-1.4083304757102035,2.052422255841318,23.16,-1.36,2.16,,,,3.0,,,,,,,,,
0.51,-2.3065335350479046,-1.3983304757102035,1.9024222558413175,25.0,-1.35,2.01,,,,3.0,,,,,,,,,
0.52,-1.9265335350479056,-0.8983304757102034,1.752422255841318,25.38,-0.85,1.86,,,,3.0,,,,,,,,,
0.53,-3.2665335350479054,-1.3083304757102034,1.592422255841318,24.04,-1.26,1.7,,,,3.0,,,,,,,,,
0.54,-1.0065335350479039,0.1816695242897966,0.8224222558413179,26.3,0.23,0.93,,,,2.0,,,,,,,,,
0.55,-1.4965335350479059,-1.2683304757102034,0.04242225584131784,25.81,-1.22,0.15,,,,3.0,,,,,,,,,
0.56,-1.9765335350479063,-2.718330475710203,-0.7375777441586822,25.33,-2.67,-0.63,,,,-3.0,,,,,,,,,
0.57,-2.1765335350479056,-2.078330475710203,-1.097577744158682,25.13,-2.03,-0.99,,,,-3.0,,,,,,,,,
0.58,-1.8165335350479062,-4.768330475710203,-1.0375777441586822,25.49,-4.72,-0.93,,,,-3.0,,,,,,,,,
0.59,-4.386533535047903,-4.218330475710204,-1.157577744158682,22.92,-4.17,-1.05,,,,-3.0,,,,,,,,,
0.6,-6.036533535047905,-3.6883304757102033,-1.4575777441586824,21.27,-3.64,-1.35,,,,-3.0,,,,,,,,,
0.61,-2.706533535047903,-3.6883304757102033,-0.6175777441586822,24.6,-3.64,-0.51,,,,-3.0,,,,,,,,,
0.62,-0.6365335350479029,-3.178330475710203,-1.077577744158682,26.67,-3.13,-0.97,,,,-3.0,,,,,,,,,
0.63,-2.6065335350479053,-2.678330475710203,-1.2575777441586822,24.7,-2.63,-1.15,,,,-3.0,,,,,,,,,
0.64,-4.576533535047904,-3.908330475710203,-0.5375777441586822,22.73,-3.86,-0.43,,,,-3.0,,,,,,,,,
0.65,-4.736533535047904,0.9916695242897966,0.40242225584131786,22.57,1.04,0.51,,,,2.0,,,,,,,,,
0.66,-3.816533535047906,1.8216695242897967,0.9824222558413179,23.49,1.87,1.09,,,,2.0,,,,,,,,,
0.67,-2.886533535047903,2.361669524289797,0.9624222558413179,24.42,2.41,1.07,,,,2.0,,,,,,,,,
0.68,-3.1765335350479056,2.171669524289797,0.7624222558413178,24.13,2.22,0.87,,,,2.0,,,,,,,,,
0.69,-0.9365335350479036,1.9816695242897964,-0.007577744158682148,26.37,2.03,0.1,,,,-2.0,,,,,,,,,
0.7,-0.006533535047903882,4.001669524289796,-0.4475777441586822,27.3,4.05,-0.34,,,,-2.0,,,,,,,,,
0.71,-5.346533535047904,2.1816695242897968,0.32242225584131784,21.96,2.23,0.43,,,,2.0,,,,,,,,,
0.72,-4.706533535047903,0.3816695242897966,0.6324222558413178,22.6,0.43,0.74,,,,2.0,,,,,,,,,
0.73,-2.8565335350479053,0.6316695242897966,0.32242225584131784,24.45,0.68,0.43,,,,2.0,,,,,,,,,
0.74,-1.0065335350479039,0.8916695242897965,0.02242225584131785,26.3,0.94,0.13,,,,2.0,,,,,,,,,
0.75,0.2634664649520957,-0.1683304757102034,-0.2775777441586822,27.57,-0.12,-0.17,,,,-4.0,,,,,,,,,
0.76,-2.196533535047905,-1.4583304757102034,-1.137577744158682,25.11,-1.41,-1.03,,,,-3.0,,,,,,,,,
0.77,-0.6865335350479036,3.0416695242897966,-0.6175777441586822,26.62,3.09,-0.51,,,,-2.0,,,,,,,,,
0.78,-0.7365335350479043,1.5616695242897967,-1.287577744158682,26.57,1.61,-1.18,,,,-2.0,,,,,,,,,
0.79,-4.0265335350479035,1.2016695242897966,-0.6175777441586822,23.28,1.25,-0.51,,,,-2.0,,,,,,,,,
0.8,-4.386533535047903,1.4816695242897966,-0.7875777441586822,22.92,1.53,-0.68,,,,-2.0,,,,,,,,,
0.81,-6.636533535047903,-3.2683304757102034,-0.36757774415868216,20.67,-3.22,-0.26,,,,-3.0,,,,,,,,,
0.82,-6.116533535047903,0.4316695242897966,0.09242225584131786,21.19,0.48,0.2,,,,2.0,,,,,,,,,
0.83,-5.596533535047904,-0.2983304757102034,1.4524222558413178,21.71,-0.25,1.56,,,,3.0,,,,,,,,,
0.84,-2.996533535047906,-0.6883304757102034,1.3924222558413177,24.31,-0.64,1.5,,,,3.0,,,,,,,,,
0.85,-0.39653353504790445,-1.0883304757102035,1.3324222558413177,26.91,-1.04,1.44,,,,3.0,,,,,,,,,
0.86,0.42346646495209583,3.0016695242897966,-0.37757774415868217,27.73,3.05,-0.27,,,,-1.0,,,,,,,,,
0.87,-0.7565335350479039,1.0816695242897965,-0.6775777441586821,26.55,1.13,-0.57,,,,-2.0,,,,,,,,,
0.88,-0.9765335350479063,0.7716695242897965,-0.8475777441586821,26.33,0.82,-0.74,,,,-2.0,,,,,,,,,
0.89,-1.1865335350479036,0.47166952428979664,-1.0175777441586822,26.12,0.52,-0.91,,,,-2.0,,,,,,,,,
0.9,0.463466464952095,1.0616695242897967,-1.1475777441586823,27.77,1.11,-1.04,,,,-1.0,,,,,,,,,
0.91,-0.07653353504790417,1.4416695242897966,-1.0375777441586822,27.23,1.49,-0.93,,,,-2.0,,,,,,,,,
0.92,-1.406533535047906,-1.8183304757102035,-0.3875777441586822,25.9,-1.77,-0.28,,,,-3.0,,,,,,,,,
0.93,-2.536533535047905,-1.0183304757102034,-0.5475777441586822,24.77,-0.97,-0.44,,,,-3.0,,,,,,,,,
0.94,-1.656533535047906,-2.4983304757102034,-0.5375777441586822,25.65,-2.45,-0.43,,,,-3.0,,,,,,,,,
0.95,-4.576533535047904,-2.678330475710203,-0.07757774415868215,22.73,-2.63,0.03,,,,-3.0,,,,,,,,,
0.96,0.6234664649520951,-1.5283304757102034,-0.09757774415868216,27.93,-1.48,0.01,,,,-4.0,,,,,,,,,
0.97,-3.2765335350479035,3.201669524289797,0.23242225584131787,24.03,3.25,0.34,,,,2.0,,,,,,,,,
0.98,-1.4365335350479036,0.1416695242897966,0.8824222558413178,25.87,0.19,0.99,,,,2.0,,,,,,,,,
0.99,-1.6765335350479056,1.6816695242897965,0.7724222558413179,25.63,1.73,0.88,,,,2.0,,,,,,,,,
1.0,-1.906533535047906,3.2316695242897966,0.6724222558413179,25.4,3.28,0.78,,,,2.0,,,,,,,,,
1.01,-3.576533535047904,3.8116695242897967,1.362422255841318,23.73,3.86,1.47,,,,2.0,,,,,,,,,
1.02,-3.916533535047904,4.291669524289796,-0.007577744158682148,23.39,4.34,0.1,,,,-2.0,,,,,,,,,
1.03,-4.196533535047905,1.2016695242897966,-0.16757774415868215,23.11,1.25,-0.06,,,,-2.0,,,,,,,,,
1.04,-4.466533535047905,-1.8783304757102035,-0.34757774415868214,22.84,-1.83,-0.24,,,,-3.0,,,,,,,,,
1.05,-5.696533535047905,-4.568330475710203,0.41242225584131786,21.61,-4.52,0.52,,,,3.0,,,,,,,,,
1.06,-5.386533535047903,-1.7883304757102034,0.6324222558413178,21.92,-1.74,0.74,,,,3.0,,,,,,,,,
1.07,-5.076533535047904,-2.4983304757102034,1.8724222558413177,22.23,-2.45,1.98,,,,3.0,,,,,,,,,
1.08,-3.876533535047905,-1.9283304757102033,0.8924222558413178,23.43,-1.88,1.0,,,,3.0,,,,,,,,,
1.09,-2.666533535047904,-1.1683304757102035,1.5224222558413176,24.64,-1.12,1.63,,,,3.0,,,,,,,,,
1.1,-0.9865335350479043,1.0116695242897966,1.2224222558413178,26.32,1.06,1.33,,,,2.0,,,,,,,,,
1.11,0.7834664649520953,0.1516695242897966,0.9324222558413179,28.09,0.2,1.04,,,,1.0,,,,,,,,,
1.12,3.843466464952094,1.3316695242897965,0.22242225584131786,31.15,1.38,0.33,,,,1.0,,,,,,,,,
1.13,4.7134664649520985,2.511669524289797,-0.47757774415868215,32.02,2.56,-0.37,,,,-1.0,,,,,,,,,
1.14,5.583466464952096,1.2216695242897966,-1.8975777441586823,32.89,1.27,-1.79,,,,-1.0,,,,,,,,,
1.15,0.2634664649520957,0.8816695242897966,-1.997577744158682,27.57,0.93,-1.89,,,,-1.0,,,,,,,,,
1.16,3.4134664649520943,-2.8583304757102033,-2.3975777441586823,30.72,-2.81,-2.29,,,,-4.0,,,,,,,,,
1.17,1.833466464952096,-0.9783304757102035,-2.1875777441586823,29.14,-0.93,-2.08,,,,-4.0,,,,,,,,,
1.18,-0.9565335350479032,2.4316695242897968,-1.247577744158682,26.35,2.48,-1.14,,,,-2.0,,,,,,,,,
1.19,-0.19653353504790516,1.6516695242897965,-0.41757774415868215,27.11,1.7,-0.31,,,,-2.0,,,,,,,,,
1.2,0.5734664649520944,0.8716695242897966,0.41242225584131786,27.88,0.92,0.52,,,,1.0,,,,,,,,,
1.21,-1.0665335350479062,4.3616695242897965,0.20242225584131784,26.24,4.41,0.31,,,,2.0,,,,,,,,,
1.22,3.753466464952094,1.0416695242897966,0.19242225584131784,31.06,1.09,0.3,,,,1.0,,,,,,,,,
1.23,4.823466464952098,1.9816695242897964,-1.7775777441586822,32.13,2.03,-1.67,,,,-1.0,,,,,,,,,
1.24,3.3534664649520955,2.9316695242897968,-2.5575777441586824,30.66,2.98,-2.45,,,,-1.0,,,,,,,,,
1.25,3.7634664649520957,-0.34833047571020337,-2.507577744158682,31.07,-0.3,-2.4,,,,-4.0,,,,,,,,,
1.26,2.923466464952096,3.7116695242897966,-2.197577744158682,30.23,3.76,-2.09,,,,-1.0,,,,,,,,,
1.27,2.5234664649520937,2.8716695242897967,-1.8975777441586823,29.83,2.92,-1.79,,,,-1.0,,,,,,,,,
1.28,2.1334664649520967,2.031669524289797,-1.327577744158682,29.44,2.08,-1.22,,,,-1.0,,,,,,,,,
1.29,0.8134664649520964,1.5116695242897966,-1.867577744158682,28.12,1.56,-1.76,,,,-1.0,,,,,,,,,
1.3,-0.5065335350479039,0.9916695242897966,-2.297577744158682,26.8,1.04,-2.19,,,,-2.0,,,,,,,,,
1.31,-0.6365335350479029,-0.0283304757102034,-2.677577744158682,26.67,0.02,-2.57,,,,-3.0,,,,,,,,,
1.32,-0.7565335350479039,-1.0383304757102034,-2.077577744158682,26.55,-0.99,-1.97,,,,-3.0,,,,,,,,,
1.33,-4.576533535047904,-3.888330475710203,-1.4875777441586822,22.73,-3.84,-1.38,,,,-3.0,,,,,,,,,
1.34,-2.666533535047904,-2.4583304757102034,-2.277577744158682,24.64,-2.41,-2.17,,,,-3.0,,,,,,,,,
1.35,0.3734664649520951,0.10166952428979659,-2.3575777441586823,27.68,0.15,-2.25,,,,-1.0,,,,,,,,,
1.36,-0.5265335350479035,-4.148330475710203,-2.197577744158682,26.78,-4.1,-2.09,,,,-3.0,,,,,,,,,
1.37,-1.4865335350479043,-2.1883304757102033,-1.8575777441586823,25.82,-2.14,-1.75,,,,-3.0,,,,,,,,,
1.38,-2.4365335350479036,-0.2383304757102034,-1.5275777441586822,24.87,-0.19,-1.42,,,,-3.0,,,,,,,,,
1.39,-1.4765335350479063,1.4616695242897966,-1.7375777441586822,25.83,1.51,-1.63,,,,-2.0,,,,,,,,,
1.4,0.30346646495209484,2.261669524289797,-1.3975777441586823,27.61,2.31,-1.29,,,,-1.0,,,,,,,,,
1.41,1.6134664649520971,1.5416695242897966,-1.4675777441586821,28.92,1.59,-1.36,,,,-1.0,,,,,,,,,
1.42,0.0634664649520964,0.1216695242897966,-0.9975777441586822,27.37,0.17,-0.89,,,,-1.0,,,,,,,,,
1.43,-5.316533535047906,-0.24833047571020342,0.06242225584131786,21.99,-0.2,0.17,,,,3.0,,,,,,,,,
1.44,-3.0565335350479046,-2.7483304757102034,0.32242225584131784,24.25,-2.7,0.43,,,,3.0,,,,,,,,,
1.45,-1.5065335350479039,-3.598330475710203,0.9424222558413179,25.8,-3.55,1.05,,,,3.0,,,,,,,,,
1.46,0.05346646495209484,-4.458330475710204,1.572422255841318,27.36,-4.41,1.68,,,,4.0,,,,,,,,,
1.47,1.7734664649520937,-4.3483304757102035,1.572422255841318,29.08,-4.3,1.68,,,,4.0,,,,,,,,,
1.48,2.6934664649520954,-5.088330475710204,0.8124222558413179,30.0,-5.04,0.92,,,,4.0,,,,,,,,,
1.49,1.8834664649520967,-4.578330475710204,0.6324222558413178,29.19,-4.53,0.74,,,,4.0,,,,,,,,,
1.5,3.9134664649520943,-4.078330475710204,-0.39757774415868213,31.22,-4.03,-0.29,,,,-4.0,,,,,,,,,
1.51,1.1334664649520967,-3.9583304757102034,-0.29757774415868216,28.44,-3.91,-0.19,,,,-4.0,,,,,,,,,
1.52,-1.6365335350479029,-3.8383304757102032,-0.20757774415868216,25.67,-3.79,-0.1,,,,-3.0,,,,,,,,,
1.53,-0.1065335350479053,0.6916695242897966,-0.047577744158682156,27.2,0.74,0.06,,,,-2.0,,,,,,,,,
1.54,0.6634664649520943,0.47166952428979664,-0.23757774415868216,27.97,0.52,-0.13,,,,-1.0,,,,,,,,,
1.55,1.3934664649520947,1.8816695242897965,-0.11757774415868215,28.7,1.93,-0.01,,,,-1.0,,,,,,,,,
1.56,3.793466464952097,1.5816695242897965,-0.47757774415868215,31.1,1.63,-0.37,,,,-1.0,,,,,,,,,
1.57,6.193466464952095,1.2816695242897966,-0.8375777441586821,33.5,1.33,-0.73,,,,-1.0,,,,,,,,,
1.58,5.153466464952096,3.281669524289797,-1.657577744158682,32.46,3.33,-1.55,,,,-1.0,,,,,,,,,
1.59,2.6534664649520963,2.5016695242897966,-1.867577744158682,29.96,2.55,-1.76,,,,-1.0,,,,,,,,,
1.6,1.1634664649520943,-0.6183304757102034,-1.537577744158682,28.47,-0.57,-1.43,,,,-4.0,,,,,,,,,
1.61,1.9034664649520963,0.9416695242897966,-1.6975777441586821,29.21,0.99,-1.59,,,,-1.0,,,,,,,,,
1.62,-1.5865335350479057,2.781669524289797,0.20242225584131784,25.72,2.83,0.31,,,,2.0,,,,,,,,,
1.63,0.8234664649520944,4.621669524289796,0.35242225584131787,28.13,4.67,0.46,,,,1.0,,,,,,,,,
1.64,2.333466464952096,5.721669524289796,-0.5475777441586822,29.64,5.77,-0.44,,,,-1.0,,,,,,,,,
1.65,1.5734664649520944,1.7616695242897966,-0.09757774415868216,28.88,1.81,0.01,,,,-1.0,,,,,,,,,
1.66,5.613466464952097,-2.1883304757102033,2.1524222558413175,32.92,-2.14,2.26,,,,4.0,,,,,,,,,
1.67,3.593466464952094,2.321669524289797,1.0224222558413176,30.9,2.37,1.13,,,,1.0,,,,,,,,,
1.68,3.553466464952095,-0.0383304757102034,-1.9175777441586823,30.86,0.01,-1.81,,,,-4.0,,,,,,,,,
1.69,2.423466464952096,-1.0983304757102035,-1.4875777441586822,29.73,-1.05,-1.38,,,,-4.0,,,,,,,,,
1.7,0.5134664649520957,0.5516695242897965,-1.7575777441586822,27.82,0.6,-1.65,,,,-1.0,,,,,,,,,
1.71,-0.666533535047904,-1.4183304757102035,-1.367577744158682,26.64,-1.37,-1.26,,,,-3.0,,,,,,,,,
1.72,2.6334664649520967,-3.158330475710203,-0.7375777441586822,29.94,-3.11,-0.63,,,,-4.0,,,,,,,,,
1.73,3.9134664649520943,-1.1383304757102035,-0.9675777441586821,31.22,-1.09,-0.86,,,,-4.0,,,,,,,,,
1.74,1.3534664649520955,0.9416695242897966,-1.387577744158682,28.66,0.99,-1.28,,,,-1.0,,,,,,,,,
1.75,-1.2065335350479032,3.0216695242897966,-1.8175777441586822,26.1,3.07,-1.71,,,,-2.0,,,,,,,,,
1.76,3.6034664649520955,2.901669524289797,-0.33757774415868214,30.91,2.95,-0.23,,,,-1.0,,,,,,,,,
1.77,1.5634664649520964,1.5816695242897965,-0.34757774415868214,28.87,1.63,-0.24,,,,-1.0,,,,,,,,,
1.78,-1.9965335350479059,3.4316695242897968,0.28242225584131786,25.31,3.48,0.39,,,,2.0,,,,,,,,,
1.79,-4.216533535047905,2.631669524289797,0.4524222558413179,23.09,2.68,0.56,,,,2.0,,,,,,,,,
1.8,-2.246533535047906,2.841669524289797,-0.14757774415868216,25.06,2.89,-0.04,,,,-2.0,,,,,,,,,
1.81,0.20346646495209697,2.2716695242897966,-1.077577744158682,27.51,2.32,-0.97,,,,-1.0,,,,,,,,,
1.82,2.6534664649520963,1.7016695242897966,-2.007577744158682,29.96,1.75,-1.9,,,,-1.0,,,,,,,,,
1.83,-0.5165335350479054,4.351669524289797,-1.5275777441586822,26.79,4.4,-1.42,,,,-2.0,,,,,,,,,
1.84,-1.916533535047904,4.4016695242897965,-0.5875777441586821,25.39,4.45,-0.48,,,,-2.0,,,,,,,,,
1.85,-3.3065335350479046,4.451669524289796,0.35242225584131787,24.0,4.5,0.46,,,,2.0,,,,,,,,,
1.86,1.3934664649520947,3.5416695242897966,-0.3175777441586821,28.7,3.59,-0.21,,,,-1.0,,,,,,,,,
1.87,-1.7065335350479032,-1.2683304757102034,-0.2775777441586822,25.6,-1.22,-0.17,,,,-3.0,,,,,,,,,
1.88,-0.32653353504790417,-2.2683304757102034,-0.8375777441586821,26.98,-2.22,-0.73,,,,-3.0,,,,,,,,,
1.89,-1.2265335350479063,1.8116695242897967,-0.20757774415868216,26.08,1.86,-0.1,,,,-2.0,,,,,,,,,
1.9,-1.3365335350479057,0.5516695242897965,-0.9175777441586822,25.97,0.6,-0.81,,,,-2.0,,,,,,,,,
1.91,-1.046533535047903,-1.5083304757102034,-0.30757774415868216,26.26,-1.46,-0.2,,,,-3.0,,,,,,,,,
1.92,-0.3765335350479049,-0.5983304757102035,0.06242225584131786,26.93,-0.55,0.17,,,,3.0,,,,,,,,,
1.93,2.333466464952096,0.16166952428979658,-1.2575777441586822,29.64,0.21,-1.15,,,,-1.0,,,,,,,,,
1.94,0.9734664649520965,-0.21833047571020342,-0.5975777441586821,28.28,-0.17,-0.49,,,,-4.0,,,,,,,,,
1.95,3.933466464952094,1.3316695242897965,-1.2075777441586824,31.24,1.38,-1.1,,,,-1.0,,,,,,,,,
1.96,2.453466464952097,2.881669524289797,-1.827577744158682,29.76,2.93,-1.72,,,,-1.0,,,,,,,,,
1.97,0.9234664649520958,5.6916695242897966,-2.1875777441586823,28.23,5.74,-2.08,,,,-1.0,,,,,,,,,
1.98,2.2634664649520957,5.4016695242897965,-1.7175777441586821,29.57,5.45,-1.61,,,,-1.0,,,,,,,,,
1.99,-1.2765335350479035,6.101669524289797,-1.2575777441586822,26.03,6.15,-1.15,,,,-2.0,,,,,,,,,
2.0,0.4934664649520961,4.1916695242897966,-1.907577744158682,27.8,4.24,-1.8,,,,-1.0,,,,,,,,,
2.01,1.953466464952097,2.2916695242897966,-1.7375777441586822,29.26,2.34,-1.63,,,,-1.0,,,,,,,,,
2.02,-1.6065335350479053,1.3116695242897967,-1.9375777441586823,25.7,1.36,-1.83,,,,-2.0,,,,,,,,,
2.03,-0.32653353504790417,-0.45833047571020336,-2.467577744158682,26.98,-0.41,-2.36,,,,-3.0,,,,,,,,,
2.04,-0.3765335350479049,-0.24833047571020342,-2.4375777441586823,26.93,-0.2,-2.33,,,,-3.0,,,,,,,,,
2.05,-2.706533535047903,-1.9683304757102034,-1.6475777441586823,24.6,-1.92,-1.54,,,,-3.0,,,,,,,,,
2.06,-4.446533535047905,-0.0483304757102034,-0.8675777441586822,22.86,0.0,-0.76,,,,-3.0,,,,,,,,,
2.07,-2.8965335350479045,0.6316695242897966,0.7224222558413178,24.41,0.68,0.83,,,,2.0,,,,,,,,,
2.08,-1.3365335350479057,1.3116695242897967,2.322422255841318,25.97,1.36,2.43,,,,2.0,,,,,,,,,
2.09,1.0234664649520937,1.6116695242897965,2.0824222558413177,28.33,1.66,2.19,,,,1.0,,,,,,,,,
2.1,1.463466464952095,-0.9483304757102035,1.172422255841318,28.77,-0.9,1.28,,,,4.0,,,,,,,,,
2.11,1.9034664649520963,-3.528330475710203,0.27242225584131785,29.21,-3.48,0.38,,,,4.0,,,,,,,,,
2.12,0.033466464952095265,0.8616695242897966,0.8224222558413179,27.34,0.91,0.93,,,,1.0,,,,,,,,,
2.13,-2.786533535047905,-0.6783304757102034,0.4624222558413178,24.52,-0.63,0.57,,,,3.0,,,,,,,,,
2.14,-2.2265335350479063,1.0416695242897966,0.5224222558413179,25.08,1.09,0.63,,,,2.0,,,,,,,,,
2.15,-2.656533535047906,1.2416695242897966,0.6324222558413178,24.65,1.29,0.74,,,,2.0,,,,,,,,,
2.16,-1.2065335350479032,1.7916695242897966,0.6324222558413178,26.1,1.84,0.74,,,,2.0,,,,,,,,,
2.17,-3.4365335350479036,4.3616695242897965,0.41242225584131786,23.87,4.41,0.52,,,,2.0,,,,,,,,,
2.18,-1.656533535047906,3.3316695242897967,0.8324222558413178,25.65,3.38,0.94,,,,2.0,,,,,,,,,
2.19,0.12346646495209512,2.3116695242897967,1.2624222558413178,27.43,2.36,1.37,,,,1.0,,,,,,,,,
2.2,-2.446533535047905,0.5516695242897965,1.0224222558413176,24.86,0.6,1.13,,,,2.0,,,,,,,,,
2.21,-1.2465335350479059,0.9716695242897966,1.2724222558413176,26.06,1.02,1.38,,,,2.0,,,,,,,,,
2.22,-0.666533535047904,-0.7083304757102035,1.112422255841318,26.64,-0.66,1.22,,,,3.0,,,,,,,,,
2.23,0.35346646495209555,-0.3583304757102034,0.9924222558413179,27.66,-0.31,1.1,,,,4.0,,,,,,,,,
